,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
349,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Ayer se aprobó la Ley de Vivienda en el Senado y el 29 de Mayo la aplicaremos en la Comunidad de Madrid.

#LaIdealista","ayer se aprob la ley de vivienda en el senado y el 29 de mayo la aplicaremos en la comunidad de madrid

laidealista",Neutral,0,0.0942048,0.66830057,0.23749463,False,True,False,False,34600,169,0.0048843930635838,355,0.0102601156069364,654,0.0189017341040462,158903,0.0473,0,23,ayer aprob ley vivienda senado 29 mayo aplicaremos comunidad madrid laidealista
350,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,El arboricidio en Madrid continúa: Talan sin licencia un centenar de árboles en un bosque de la Comunidad de Madrid para un proyecto urbanístico de lujo,el arboricidio en madrid contina talan sin licencia un centenar de rboles en un bosque de la comunidad de madrid para un proyecto urbanstico de lujo,Negative,-1,0.90915275,0.053808372,0.037038896,False,True,False,True,57700,40,0.0006932409012131,1012,0.0175389948006932,1371,0.0237608318890814,158904,0.0473,0,26,arboricidio madrid contina talan licencia centenar rboles bosque comunidad madrid proyecto urbanstico lujo
351,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Para que el anuncio del piso que quieres en Idealista sea de 500€ y no de 1000€.

#LaIdealista","para que el anuncio del piso que quieres en idealista sea de 500 y no de 1000

laidealista",Negative,-1,0.7978346,0.1353485,0.06681696,False,True,False,False,158800,688,0.0043324937027707,898,0.0056549118387909,2068,0.0130226700251889,158905,0.0473,0,18,anuncio piso quieres idealista 500 1000 laidealista
352,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Quiero un Madrid como una casa. 

Gracias a 
@La_SER
por este debate sobre vivienda.","quiero un madrid como una casa 

gracias a 

por este debate sobre vivienda",Positive,1,0.039855715,0.042938575,0.9172057,False,True,False,False,4701,10,0.0021272069772388,81,0.0172303765156349,183,0.0389278876834716,158906,0.0473,0,14,quiero madrid casa gracias debate vivienda
353,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"1 año de la demolición de mi bloque, de mi habitación, de los muebles de mi casa, de los recuerdos en mi hogar. No se me olvidará nunca lo mal que lo estamos pasando, pero tampoco la masiva manifestación que ha tenido lugar hoy en San Fernando, gracias 🧡

📸 Fernando Sánchez","1 ao de la demolicin de mi bloque de mi habitacin de los muebles de mi casa de los recuerdos en mi hogar no se me olvidar nunca lo mal que lo estamos pasando pero tampoco la masiva manifestacin que ha tenido lugar hoy en san fernando gracias 

 fernando snchez",Positive,1,0.06578605,0.056587983,0.877626,False,True,False,True,30200,45,0.0014900662251655,1201,0.0397682119205298,2159,0.0714900662251655,158907,0.0473,0,52,1 ao demolicin bloque habitacin muebles casa recuerdos hogar olvidar nunca mal pasando tampoco masiva manifestacin lugar hoy san fernando gracias fernando snchez
354,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Sin abogacía no hay justicia. 

Hoy junto a mis colegas de profesión reivindicando la dignidad del turno de oficio.","sin abogaca no hay justicia 

hoy junto a mis colegas de profesin reivindicando la dignidad del turno de oficio",Positive,1,0.1698117,0.40959093,0.4205973,False,True,False,False,65000,42,0.0006461538461538,330,0.005076923076923,652,0.0100307692307692,158908,0.0473,0,19,abogaca justicia hoy junto colegas profesin reivindicando dignidad turno oficio
355,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"La justicia admite a trámite una querella contra los torturadores franquistas

Enhorabuena a los luchadores contra la impunidad. Y a todos los demócratas.

Verdad, Justicia y Reparación.","la justicia admite a trmite una querella contra los torturadores franquistas

enhorabuena a los luchadores contra la impunidad y a todos los demcratas

verdad justicia y reparacin",Positive,1,0.090599954,0.04431152,0.8650886,False,True,True,False,13000,218,0.0167692307692307,245,0.0188461538461538,470,0.0361538461538461,158909,0.0473,0,27,justicia admite trmite querella torturadores franquistas enhorabuena luchadores impunidad demcratas verdad justicia reparacin
356,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"De dónde venimos para saber a dónde vamos. 

Nos vemos el jueves en Villaverde con mis queridos 
@MorenoG_Agustin
y Víctor Ríos. 

⏰19h 
📌Plaza Ágata (Villaverde) ¡Nos vemos!","de dnde venimos para saber a dnde vamos 

nos vemos el jueves en villaverde con mis queridos 

y vctor ros 

19h 
plaza gata villaverde nos vemos",Neutral,0,0.014079601,0.49708053,0.4888399,False,True,False,False,3236,11,0.0033992583436341,50,0.0154511742892459,100,0.0309023485784919,158911,0.0473,0,27,dnde venimos saber dnde vamos vemos jueves villaverde queridos vctor ros 19h plaza gata villaverde vemos
357,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"📺En un ratito estoy en Telemadrid.

Puedes seguirlo aquí 👉🏼 https://telemadrid.es","en un ratito estoy en telemadrid

puedes seguirlo aqu  ",Neutral,0,0.011635869,0.9369124,0.051451758,False,True,False,False,29200,213,0.0072945205479452,374,0.0128082191780821,932,0.031917808219178,158912,0.0473,0,11,ratito telemadrid puedes seguirlo aqu
358,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Madrid necesita a personas valientes como 
@AleJacintoUrang
y 
@RbSotomayor
, por eso este domingo nos vamos a reunir en Madrid en la Plaza de las Peñuelas a las 11 de la mañana.

Un acto que no te puedes perder si quieres seguir empujando por un Madrid para todos y para todas 💜💜","madrid necesita a personas valientes como 

y 

 por eso este domingo nos vamos a reunir en madrid en la plaza de las peuelas a las 11 de la maana

un acto que no te puedes perder si quieres seguir empujando por un madrid para todos y para todas ",Positive,1,0.08155819,0.10077292,0.817669,False,True,False,True,15900,145,0.0091194968553459,313,0.0196855345911949,527,0.0331446540880503,158913,0.0473,0,52,madrid necesita personas valientes domingo vamos reunir madrid plaza peuelas 11 maana acto puedes perder si quieres seguir empujando madrid todas
359,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"A Villaverde acudí a parar mi primer desahucio hace 11 años. 

Es un placer volver siempre y más acompañada de dos referentes como 
@MorenoG_Agustin
y Victor Ríos que me han enseñado lo que significa la ética en la política.","a villaverde acud a parar mi primer desahucio hace 11 aos 

es un placer volver siempre y ms acompaada de dos referentes como 

y victor ros que me han enseado lo que significa la tica en la poltica",Positive,1,0.035974383,0.033022337,0.93100333,False,True,False,False,9289,47,0.0050597480891376,185,0.0199160297125632,512,0.055118957907202,158914,0.0473,0,39,villaverde acud parar primer desahucio hace 11 aos placer volver siempre ms acompaada dos referentes victor ros enseado significa tica poltica
360,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"No escucharás a Ayuso hablar del repunte de feminicidios, uno de ellos en Móstoles hace apenas unos días, ni de los fallecidos en residencias. 

Habla de cualquier otra cosa porque no puede hablar de Madrid.","no escuchars a ayuso hablar del repunte de feminicidios uno de ellos en mstoles hace apenas unos das ni de los fallecidos en residencias 

habla de cualquier otra cosa porque no puede hablar de madrid",Negative,-1,0.9328294,0.05078566,0.016384957,False,True,True,False,41000,523,0.0127560975609756,874,0.0213170731707317,1566,0.0381951219512195,158917,0.0473,0,35,escuchars ayuso hablar repunte feminicidios mstoles hace apenas das fallecidos residencias habla cualquier cosa puede hablar madrid
361,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Recordemos sólo un momento que los bomberos forestales de Extremadura están en huelga ahora mismo por algo y que además de agradecerles el enorme trabajo que están realizando en el #IFPinofranqueado hay que garantizarles unas condiciones dignas de trabajo. 💛💛,recordemos slo un momento que los bomberos forestales de extremadura estn en huelga ahora mismo por algo y que adems de agradecerles el enorme trabajo que estn realizando en el ifpinofranqueado hay que garantizarles unas condiciones dignas de trabajo ,Positive,1,0.21068005,0.112743095,0.6765768,False,False,False,True,25400,15,0.0005905511811023,226,0.0088976377952755,425,0.0167322834645669,158919,0.0473,0,40,recordemos slo momento bomberos forestales extremadura estn huelga ahora mismo adems agradecerles enorme trabajo estn realizando ifpinofranqueado garantizarles unas condiciones dignas trabajo
362,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"En breves estoy en 
@ElTablero_TV


Síguelo aquí: https://youtube.com/watch?v=UmtC3fHuz0c","en breves estoy en 



sguelo aqu ",Neutral,0,0.009898668,0.94213635,0.04796498,False,True,False,False,3750,14,0.0037333333333333,82,0.0218666666666666,150,0.04,158920,0.0473,0,8,breves sguelo aqu
363,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Tenemos la llave de Madrid y te lo cuento en dos propuestas!

#laidealista","tenemos la llave de madrid y te lo cuento en dos propuestas

laidealista",Positive,1,0.120338,0.14129822,0.73836374,False,False,False,True,1714,0,0.0,18,0.0105017502917152,28,0.0163360560093348,158922,0.0473,0,13,llave madrid cuento dos propuestas laidealista
364,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"7 millones de euros en mascarillas sólo por ser amigos del PP de Madrid. Mientras tú estabas en casa, Medina y Luceño se compraban yates. 

La corrupción se va a acabar el 28 de mayo.","7 millones de euros en mascarillas slo por ser amigos del pp de madrid mientras t estabas en casa medina y luceo se compraban yates 

la corrupcin se va a acabar el 28 de mayo",Negative,-1,0.9353711,0.035167586,0.029461402,False,True,True,False,142600,615,0.004312762973352,2057,0.0144249649368863,3649,0.0255890603085554,158924,0.0473,0,35,7 millones euros mascarillas slo ser amigos pp madrid mientras t casa medina luceo compraban yates corrupcin va acabar 28 mayo
365,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"📻En un ratito estoy en La Ventana de Madrid.

Puedes seguirlo en 👉🏼 https://cadenaser.com/radio-madrid/la-ventana-de-madrid/","en un ratito estoy en la ventana de madrid

puedes seguirlo en  ",Neutral,0,0.014670883,0.9503855,0.034943663,False,True,False,False,17800,133,0.0074719101123595,283,0.0158988764044943,580,0.0325842696629213,158925,0.0473,0,14,ratito ventana madrid puedes seguirlo
366,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Nuestro compromiso con la lucha por la luz en la Cañada Real no empieza ahora. Hemos denunciado la situación en los tribunales, hemos presentado iniciativas en la asamblea, comparecencias, acompañado a sus vecinos. 

A partir del 28M que la Cañada tenga luz es un compromiso ético que debe ser realidad.","nuestro compromiso con la lucha por la luz en la caada real no empieza ahora hemos denunciado la situacin en los tribunales hemos presentado iniciativas en la asamblea comparecencias acompaado a sus vecinos 

a partir del 28m que la caada tenga luz es un compromiso tico que debe ser realidad",Positive,1,0.27103826,0.25116664,0.47779512,False,True,False,False,17600,229,0.0130113636363636,255,0.0144886363636363,474,0.0269318181818181,158926,0.0473,0,50,compromiso lucha luz caada real empieza ahora denunciado situacin tribunales presentado iniciativas asamblea comparecencias acompaado vecinos partir 28m caada luz compromiso tico debe ser realidad
367,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Han protestado más porque le diera un libro que por las 7291 muertes que denuncia el libro.,han protestado ms porque le diera un libro que por las 7291 muertes que denuncia el libro,Negative,-1,0.92677855,0.054816507,0.01840501,False,True,False,True,8754,24,0.0027416038382453,118,0.0134795522047064,293,0.0334704135252456,158928,0.0473,0,17,protestado ms diera libro 7291 muertes denuncia libro
368,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El modelo del PP, de forma forzosa, te aboca a elegir lo privado. 

Necesitamos Gobiernos que crean en lo público y lo usen, que es la mejor garantía de que lo van a defender. 

Gracias 
@JuanJoseMateo
por la entrevista en 
@el_pais","el modelo del pp de forma forzosa te aboca a elegir lo privado 

necesitamos gobiernos que crean en lo pblico y lo usen que es la mejor garanta de que lo van a defender 

gracias 

por la entrevista en 
",Negative,-1,0.55302316,0.11734255,0.3296343,False,True,True,False,9589,71,0.0074043174470747,294,0.0306601314005631,515,0.0537073730315987,158930,0.0473,0,41,modelo pp forma forzosa aboca elegir privado necesitamos gobiernos crean pblico usen mejor garanta van defender gracias entrevista
369,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"💜 Ha sido un placer recibir hoy a 
@IreneMontero
y 
@AleJacintoUrang
en #Rivas.

Junto a la asociación 
@aspadir_
, hemos visitado algunos de los proyectos de nuestro municipio en materia de transición ecológica, como los huertos urbanos o nuestras composteras comunitarias 👇"," ha sido un placer recibir hoy a 

y 

en rivas

junto a la asociacin 

 hemos visitado algunos de los proyectos de nuestro municipio en materia de transicin ecolgica como los huertos urbanos o nuestras composteras comunitarias ",Positive,1,0.01592599,0.03289818,0.9511758,False,True,False,True,8637,9,0.0010420284821118,106,0.0122727799004283,193,0.0223457218941762,158931,0.0473,0,42,sido placer recibir hoy rivas junto asociacin visitado proyectos municipio materia transicin ecolgica huertos urbanos composteras comunitarias
370,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Anoche se quemó la casa del abuelo Isidro, un vecino de Cañada de 80 años, incluso perdió su cama. Esta es la realidad de cañada 365 dias al año, da igual si es verano o invierno. Necesitamos difusión y apoyo, esto no puede seguir así.",anoche se quem la casa del abuelo isidro un vecino de caada de 80 aos incluso perdi su cama esta es la realidad de caada 365 dias al ao da igual si es verano o invierno necesitamos difusin y apoyo esto no puede seguir as,Negative,-1,0.83244365,0.0803885,0.08716781,False,True,False,True,10500,5,0.0004761904761904,189,0.018,187,0.0178095238095238,158932,0.0473,0,45,anoche quem casa abuelo isidro vecino caada 80 aos incluso perdi cama realidad caada 365 dias ao da igual si verano invierno necesitamos difusin apoyo puede seguir as
371,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Frente a las Ayusadas de “pon una planta en tu balcón” políticas de empleo verde como hace nuestra próxima alcaldesa 
@millanvmb
en Rivas. 

Queremos que nuestras ciudades y la región sean hogares climáticos.","frente a las ayusadas de pon una planta en tu balcn polticas de empleo verde como hace nuestra prxima alcaldesa 

en rivas 

queremos que nuestras ciudades y la regin sean hogares climticos",Positive,1,0.30656093,0.16782704,0.525612,False,True,False,False,13400,168,0.0125373134328358,244,0.0182089552238805,461,0.0344029850746268,158933,0.0473,0,33,frente ayusadas pon planta balcn polticas empleo verde hace prxima alcaldesa rivas queremos ciudades regin hogares climticos
372,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El Partido Popular pide a la Junta Electoral que ordene retirar la lona con la foto del hermano de Ayuso, que ""puede parecer a simple vista"" que ""ha sido colocada por el PP"".

Ciertamente, ""a simple vista"", un mensaje del PP parece del PP.","el partido popular pide a la junta electoral que ordene retirar la lona con la foto del hermano de ayuso que puede parecer a simple vista que ha sido colocada por el pp

ciertamente a simple vista un mensaje del pp parece del pp",Negative,-1,0.9240743,0.055952635,0.019973062,False,True,False,True,137900,139,0.0010079767947788,2297,0.0166569978245105,4578,0.0331979695431472,158934,0.0473,0,44,partido popular pide junta electoral ordene retirar lona foto hermano ayuso puede parecer simple vista sido colocada pp ciertamente simple vista mensaje pp parece pp
373,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,¿Por qué le molesta tanto al PP que recordemos algo que dijo Pablo Casado 🧐?,por qu le molesta tanto al pp que recordemos algo que dijo pablo casado ,Negative,-1,0.9483974,0.034729198,0.016873458,False,False,True,False,205500,1101,0.0053576642335766,2211,0.0107591240875912,4245,0.0206569343065693,158935,0.0473,0,15,qu molesta pp recordemos dijo pablo casado
374,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana vamos a estar en la Plaza de las Peñuelas en Madrid a las 11h y no puedes faltar. Además, después habrá una actuación musical infantil para los/as más peques.

Por un Madrid valiente que eche a la derecha más asalvajada del Ayuntamiento y la Comunidad.

¡Te esperamos! 💜💜","maana vamos a estar en la plaza de las peuelas en madrid a las 11h y no puedes faltar adems despus habr una actuacin musical infantil para losas ms peques

por un madrid valiente que eche a la derecha ms asalvajada del ayuntamiento y la comunidad

te esperamos ",Positive,1,0.021249613,0.036577027,0.9421733,False,True,False,True,30900,236,0.0076375404530744,350,0.0113268608414239,587,0.0189967637540453,158937,0.0473,0,49,maana vamos plaza peuelas madrid 11h puedes faltar adems despus habr actuacin musical infantil losas ms peques madrid valiente eche derecha ms asalvajada ayuntamiento comunidad esperamos
375,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mejorada, Coslada. 
A ganar Madrid! 🙌","mejorada coslada 
a ganar madrid ",Positive,1,0.0058787228,0.006146969,0.9879743,False,True,False,False,7630,70,0.0091743119266055,119,0.0155963302752293,325,0.0425950196592398,158938,0.0473,0,6,mejorada coslada ganar madrid
376,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"La comarca del Henares será la avanzadilla para desalojar al Gobierno del PP y cambiar la Comunidad de Madrid. 

Si Se Puede 💜","la comarca del henares ser la avanzadilla para desalojar al gobierno del pp y cambiar la comunidad de madrid 

si se puede ",Positive,1,0.057681303,0.045840163,0.89647853,False,True,False,False,19900,157,0.0078894472361809,396,0.0198994974874371,830,0.0417085427135678,158939,0.0473,0,23,comarca henares ser avanzadilla desalojar gobierno pp cambiar comunidad madrid si puede
377,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana nos vemos en Arganzuela para seguir transformando Madrid. 

Vente con los peques a disfrutar de 
@yosoyraton
🐭","maana nos vemos en arganzuela para seguir transformando madrid 

vente con los peques a disfrutar de 

",Positive,1,0.0075219334,0.06747797,0.92500013,False,True,False,False,10300,23,0.0022330097087378,119,0.0115533980582524,256,0.0248543689320388,158941,0.0473,0,18,maana vemos arganzuela seguir transformando madrid vente peques disfrutar
378,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Este es mi padre Juan Huertas, falleció a causa de los protocolos de la vergüenza de Ayuso, le negó el derecho a la asistencia sanitaria y el derecho de auxilio . Ánimo a todos los familiares a subir una foto y DEMOSTRAR QUE NO ERAN NÚMEROS que tenían vida y familia .",este es mi padre juan huertas falleci a causa de los protocolos de la vergenza de ayuso le neg el derecho a la asistencia sanitaria y el derecho de auxilio  nimo a todos los familiares a subir una foto y demostrar que no eran nmeros que tenan vida y familia ,Negative,-1,0.9407106,0.0351692,0.024120187,False,True,False,True,411700,563,0.0013675006072382,8005,0.0194437697352441,14700,0.0357056108817099,158942,0.0473,0,52,padre juan huertas falleci causa protocolos vergenza ayuso neg derecho asistencia sanitaria derecho auxilio nimo familiares subir foto demostrar nmeros tenan vida familia
379,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"""Las viviendas de 100.000 a 150.000 euros te las quitan de las manos para invertir porque la Bolsa es inestable y los bancos no pagan nada"".

Hay que hacer como Holanda en las zonas de mercado tensas: que solo puedas comprar si vas a vivir en la casa.","las viviendas de 100000 a 150000 euros te las quitan de las manos para invertir porque la bolsa es inestable y los bancos no pagan nada

hay que hacer como holanda en las zonas de mercado tensas que solo puedas comprar si vas a vivir en la casa",Negative,-1,0.9445535,0.036462512,0.018983962,False,True,False,True,284600,126,0.0004427266338721,825,0.0028988053408292,2260,0.0079409697821503,158943,0.0473,0,48,viviendas 100000 150000 euros quitan manos invertir bolsa inestable bancos pagan hacer holanda zonas mercado tensas solo puedas comprar si vas vivir casa
380,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"Ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos. 

Es su forma de gobernar: maltratar.","ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos 

es su forma de gobernar maltratar",Negative,-1,0.9504781,0.03468152,0.014840289,False,False,True,False,157000,727,0.0046305732484076,2787,0.0177515923566878,4194,0.0267133757961783,158946,0.0473,0,26,ayuso da comida podrida mayores residencias luego expulsa familiares actos forma gobernar maltratar
381,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"1⃣ Quiero comunicaros que, en el día de ayer, mi cuenta de Twitter fue suspendida por esta red social, impidiéndome acceder y realizar cualquier tipo de actividad en la misma. La causa de la suspensión, según 
@TwitterEspana
, es la publicación de un tuit sobre un acto de campaña.","1 quiero comunicaros que en el da de ayer mi cuenta de twitter fue suspendida por esta red social impidindome acceder y realizar cualquier tipo de actividad en la misma la causa de la suspensin segn 

 es la publicacin de un tuit sobre un acto de campaa",Negative,-1,0.53885657,0.4352795,0.025863891,False,False,False,True,372100,244,0.000655737704918,3251,0.0087368986831496,4372,0.0117495296963181,158947,0.0473,0,49,1 quiero comunicaros da ayer cuenta twitter suspendida red social impidindome acceder realizar cualquier tipo actividad misma causa suspensin segn publicacin tuit acto campaa
382,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"La organización vecinal, la organización popular es imprescindible para las conquistas sociales. 

Enhorabuena 
@verdechamberi
y al resto de colectivos 🙌🙌","la organizacin vecinal la organizacin popular es imprescindible para las conquistas sociales 

enhorabuena 

y al resto de colectivos ",Positive,1,0.01668881,0.018213095,0.96509814,False,False,True,False,17200,44,0.0025581395348837,429,0.0249418604651162,871,0.0506395348837209,158949,0.0473,0,20,organizacin vecinal organizacin popular imprescindible conquistas sociales enhorabuena resto colectivos
383,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Como sociedad no podemos seguir consintiendo insultos racistas en los campos de fútbol ni en ningún sitio.

Fuera racistas de todos los lugares.","como sociedad no podemos seguir consintiendo insultos racistas en los campos de ftbol ni en ningn sitio

fuera racistas de todos los lugares",Negative,-1,0.8612518,0.09758412,0.041164093,False,False,True,False,22500,169,0.0075111111111111,194,0.0086222222222222,459,0.0204,158952,0.0473,0,23,sociedad podemos seguir consintiendo insultos racistas campos ftbol ningn sitio racistas lugares
384,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Hay una tarea muchas veces invisible en unas elecciones, pero esencial

¡Ningún colegio sin nosotr@s!

#ApoderateParaEl28m","hay una tarea muchas veces invisible en unas elecciones pero esencial

ningn colegio sin nosotr

apoderateparael28m",Positive,1,0.27176037,0.19673683,0.53150284,False,True,False,True,6754,11,0.001628664495114,97,0.0143618596387326,141,0.0208765176191886,158953,0.0473,0,16,tarea muchas veces invisible unas elecciones esencial ningn colegio nosotr apoderateparael28m
385,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Pregunta ¿Por qué era necesario vestir esa blusa y llevar ese libro en el debate?

Respuesta. Era importante que Ayuso se mirara ante el espejo delante de los madrileños en el único debate en el que ha aceptado participar. 

Entrevista a 
@AleJacintoUrang","pregunta por qu era necesario vestir esa blusa y llevar ese libro en el debate

respuesta era importante que ayuso se mirara ante el espejo delante de los madrileos en el nico debate en el que ha aceptado participar 

entrevista a 
",Negative,-1,0.800152,0.1367908,0.06305719,False,True,False,True,4390,15,0.0034168564920273,63,0.0143507972665148,159,0.0362186788154897,158954,0.0473,0,42,pregunta qu necesario vestir blusa llevar libro debate respuesta importante ayuso mirara espejo delante madrileos nico debate aceptado participar entrevista
386,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Esta mañana con 
@AleJacintoUrang
y 
@CCarvajalMartin
hemos estado en Madrid Rio denunciando la política arboricida de la Comunidad de Madrid, y reclamando medidas reales contra el cambio climático. 

La Comunidad de Madrid no cuenta con una ley de cambio climático. 

#NOALATALA","esta maana con 

y 

hemos estado en madrid rio denunciando la poltica arboricida de la comunidad de madrid y reclamando medidas reales contra el cambio climtico 

la comunidad de madrid no cuenta con una ley de cambio climtico 

noalatala",Negative,-1,0.84960884,0.11605665,0.034334455,False,True,False,True,5590,5,0.0008944543828264,97,0.0173524150268336,137,0.0245080500894454,158956,0.0473,0,41,maana madrid rio denunciando poltica arboricida comunidad madrid reclamando medidas reales cambio climtico comunidad madrid cuenta ley cambio climtico noalatala
387,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Retrasan la publicación de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles públicos.

Somos muchas familias que no sabemos si tendremos una plaza. 

Ayuso y Almeida retrasando la prueba de que no hay ""libertad"" de elección.","retrasan la publicacin de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles pblicos

somos muchas familias que no sabemos si tendremos una plaza 

ayuso y almeida retrasando la prueba de que no hay libertad de eleccin",Negative,-1,0.94896126,0.037635855,0.013402845,False,True,False,False,50500,142,0.0028118811881188,1294,0.0256237623762376,1721,0.034079207920792,158958,0.0473,0,48,retrasan publicacin listas admitidos escuelas infantiles 7 junio publican coles pblicos muchas familias sabemos si plaza ayuso almeida retrasando prueba libertad eleccin
388,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Nos queda menos de una semana para echar a Ayuso y a Almeida.

Este viernes cerramos la campaña en Madrid con 
@ionebelarra
, 
@IreneMontero
, 
@AleJacintoUrang
, 
@RbSotomayor
, 
@juralde
, 
@sirarego
, 
@RodriguezM_Yol
y 
@CarolCordero_N
.

📌 Plaza Puerto Rubio (Puente de Vallecas)
🕕 18.00 h","nos queda menos de una semana para echar a ayuso y a almeida

este viernes cerramos la campaa en madrid con 

 

 

 

 

 

 

y 



 plaza puerto rubio puente de vallecas
 1800 h",Neutral,0,0.06902056,0.6763623,0.25461718,False,True,False,True,15300,5,0.0003267973856209,236,0.0154248366013071,392,0.0256209150326797,158959,0.0473,0,47,queda menos semana echar ayuso almeida viernes cerramos campaa madrid plaza puerto rubio puente vallecas 1800 h
389,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Ayer Arganzuela, hoy Móstoles, mañana Getafe y el 29 en la Puerta del Sol. 

Si Se Puede.","ayer arganzuela hoy mstoles maana getafe y el 29 en la puerta del sol 

si se puede",Positive,1,0.14360629,0.141481,0.7149127,False,True,False,False,24200,145,0.00599173553719,263,0.0108677685950413,477,0.0197107438016528,158962,0.0473,0,17,ayer arganzuela hoy mstoles maana getafe 29 puerta sol si puede
390,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Llevamos años con partidos en las instituciones lanzando racismo , xenofobia y odio contra las personas migradas y otros colectivos vulnerables. 

Estas son las consecuencias y si no reaccionamos, irá a más.","llevamos aos con partidos en las instituciones lanzando racismo  xenofobia y odio contra las personas migradas y otros colectivos vulnerables 

estas son las consecuencias y si no reaccionamos ir a ms",Negative,-1,0.9477642,0.03580719,0.016428666,False,True,True,False,84400,669,0.0079265402843601,510,0.006042654028436,882,0.0104502369668246,158967,0.0473,0,32,llevamos aos partidos instituciones lanzando racismo xenofobia odio personas migradas colectivos vulnerables consecuencias si reaccionamos ir ms
