,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños
355,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Sin abogacía no hay justicia. 

Hoy junto a mis colegas de profesión reivindicando la dignidad del turno de oficio.","sin abogaca no hay justicia 

hoy junto a mis colegas de profesin reivindicando la dignidad del turno de oficio",Positive,1,0.1698117,0.40959093,0.4205973,False,True,False,False,65000,42,0.0006461538461538461,330,0.005076923076923077,652,0.01003076923076923,158908,0.0473,0
356,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"La justicia admite a trámite una querella contra los torturadores franquistas

Enhorabuena a los luchadores contra la impunidad. Y a todos los demócratas.

Verdad, Justicia y Reparación.","la justicia admite a trmite una querella contra los torturadores franquistas

enhorabuena a los luchadores contra la impunidad y a todos los demcratas

verdad justicia y reparacin",Positive,1,0.090599954,0.04431152,0.8650886,False,True,True,False,13000,218,0.01676923076923077,245,0.018846153846153846,470,0.036153846153846154,158909,0.0473,0
357,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"De dónde venimos para saber a dónde vamos. 

Nos vemos el jueves en Villaverde con mis queridos 
@MorenoG_Agustin
y Víctor Ríos. 

⏰19h 
📌Plaza Ágata (Villaverde) ¡Nos vemos!","de dnde venimos para saber a dnde vamos 

nos vemos el jueves en villaverde con mis queridos 

y vctor ros 

19h 
plaza gata villaverde nos vemos",Neutral,0,0.014079601,0.49708053,0.4888399,False,True,False,False,3236,11,0.003399258343634116,50,0.015451174289245983,100,0.030902348578491966,158911,0.0473,0
358,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"📺En un ratito estoy en Telemadrid.

Puedes seguirlo aquí 👉🏼 https://telemadrid.es","en un ratito estoy en telemadrid

puedes seguirlo aqu  ",Neutral,0,0.011635869,0.9369124,0.051451758,False,True,False,False,29200,213,0.007294520547945205,374,0.012808219178082192,932,0.031917808219178084,158912,0.0473,0
359,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"Madrid necesita a personas valientes como 
@AleJacintoUrang
y 
@RbSotomayor
, por eso este domingo nos vamos a reunir en Madrid en la Plaza de las Peñuelas a las 11 de la mañana.

Un acto que no te puedes perder si quieres seguir empujando por un Madrid para todos y para todas 💜💜","madrid necesita a personas valientes como 

y 

 por eso este domingo nos vamos a reunir en madrid en la plaza de las peuelas a las 11 de la maana

un acto que no te puedes perder si quieres seguir empujando por un madrid para todos y para todas ",Positive,1,0.08155819,0.10077292,0.817669,False,True,False,True,15900,145,0.009119496855345912,313,0.01968553459119497,527,0.03314465408805031,158913,0.0473,0
360,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,"A Villaverde acudí a parar mi primer desahucio hace 11 años. 

Es un placer volver siempre y más acompañada de dos referentes como 
@MorenoG_Agustin
y Victor Ríos que me han enseñado lo que significa la ética en la política.","a villaverde acud a parar mi primer desahucio hace 11 aos 

es un placer volver siempre y ms acompaada de dos referentes como 

y victor ros que me han enseado lo que significa la tica en la poltica",Positive,1,0.035974383,0.033022337,0.93100333,False,True,False,False,9289,47,0.00505974808913769,185,0.019916029712563246,512,0.05511895790720207,158914,0.0473,0
361,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"No escucharás a Ayuso hablar del repunte de feminicidios, uno de ellos en Móstoles hace apenas unos días, ni de los fallecidos en residencias. 

Habla de cualquier otra cosa porque no puede hablar de Madrid.","no escuchars a ayuso hablar del repunte de feminicidios uno de ellos en mstoles hace apenas unos das ni de los fallecidos en residencias 

habla de cualquier otra cosa porque no puede hablar de madrid",Negative,-1,0.9328294,0.05078566,0.016384957,False,True,True,False,41000,523,0.012756097560975609,874,0.02131707317073171,1566,0.03819512195121951,158917,0.0473,0
362,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Recordemos sólo un momento que los bomberos forestales de Extremadura están en huelga ahora mismo por algo y que además de agradecerles el enorme trabajo que están realizando en el #IFPinofranqueado hay que garantizarles unas condiciones dignas de trabajo. 💛💛,recordemos slo un momento que los bomberos forestales de extremadura estn en huelga ahora mismo por algo y que adems de agradecerles el enorme trabajo que estn realizando en el ifpinofranqueado hay que garantizarles unas condiciones dignas de trabajo ,Positive,1,0.21068005,0.112743095,0.6765768,False,False,False,True,25400,15,0.0005905511811023622,226,0.00889763779527559,425,0.01673228346456693,158919,0.0473,0
363,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"En breves estoy en 
@ElTablero_TV


Síguelo aquí: https://youtube.com/watch?v=UmtC3fHuz0c","en breves estoy en 



sguelo aqu ",Neutral,0,0.009898668,0.94213635,0.04796498,False,True,False,False,3750,14,0.0037333333333333333,82,0.021866666666666666,150,0.04,158920,0.0473,0
364,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Tenemos la llave de Madrid y te lo cuento en dos propuestas!

#laidealista","tenemos la llave de madrid y te lo cuento en dos propuestas

laidealista",Positive,1,0.120338,0.14129822,0.73836374,False,False,False,True,1714,0,0.0,18,0.010501750291715286,28,0.01633605600933489,158922,0.0473,0
365,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"7 millones de euros en mascarillas sólo por ser amigos del PP de Madrid. Mientras tú estabas en casa, Medina y Luceño se compraban yates. 

La corrupción se va a acabar el 28 de mayo.","7 millones de euros en mascarillas slo por ser amigos del pp de madrid mientras t estabas en casa medina y luceo se compraban yates 

la corrupcin se va a acabar el 28 de mayo",Negative,-1,0.9353711,0.035167586,0.029461402,False,True,True,False,142600,615,0.004312762973352034,2057,0.014424964936886395,3649,0.0255890603085554,158924,0.0473,0
366,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"📻En un ratito estoy en La Ventana de Madrid.

Puedes seguirlo en 👉🏼 https://cadenaser.com/radio-madrid/la-ventana-de-madrid/","en un ratito estoy en la ventana de madrid

puedes seguirlo en  ",Neutral,0,0.014670883,0.9503855,0.034943663,False,True,False,False,17800,133,0.0074719101123595505,283,0.01589887640449438,580,0.03258426966292135,158925,0.0473,0
367,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,"Nuestro compromiso con la lucha por la luz en la Cañada Real no empieza ahora. Hemos denunciado la situación en los tribunales, hemos presentado iniciativas en la asamblea, comparecencias, acompañado a sus vecinos. 

A partir del 28M que la Cañada tenga luz es un compromiso ético que debe ser realidad.","nuestro compromiso con la lucha por la luz en la caada real no empieza ahora hemos denunciado la situacin en los tribunales hemos presentado iniciativas en la asamblea comparecencias acompaado a sus vecinos 

a partir del 28m que la caada tenga luz es un compromiso tico que debe ser realidad",Positive,1,0.27103826,0.25116664,0.47779512,False,True,False,False,17600,229,0.013011363636363637,255,0.014488636363636363,474,0.026931818181818182,158926,0.0473,0
368,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-19,Han protestado más porque le diera un libro que por las 7291 muertes que denuncia el libro.,han protestado ms porque le diera un libro que por las 7291 muertes que denuncia el libro,Negative,-1,0.92677855,0.054816507,0.01840501,False,True,False,True,8754,24,0.0027416038382453737,118,0.01347955220470642,293,0.0334704135252456,158928,0.0473,0
369,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El modelo del PP, de forma forzosa, te aboca a elegir lo privado. 

Necesitamos Gobiernos que crean en lo público y lo usen, que es la mejor garantía de que lo van a defender. 

Gracias 
@JuanJoseMateo
por la entrevista en 
@el_pais","el modelo del pp de forma forzosa te aboca a elegir lo privado 

necesitamos gobiernos que crean en lo pblico y lo usen que es la mejor garanta de que lo van a defender 

gracias 

por la entrevista en 
",Negative,-1,0.55302316,0.11734255,0.3296343,False,True,True,False,9589,71,0.007404317447074774,294,0.030660131400563145,515,0.053707373031598706,158930,0.0473,0
370,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"💜 Ha sido un placer recibir hoy a 
@IreneMontero
y 
@AleJacintoUrang
en #Rivas.

Junto a la asociación 
@aspadir_
, hemos visitado algunos de los proyectos de nuestro municipio en materia de transición ecológica, como los huertos urbanos o nuestras composteras comunitarias 👇"," ha sido un placer recibir hoy a 

y 

en rivas

junto a la asociacin 

 hemos visitado algunos de los proyectos de nuestro municipio en materia de transicin ecolgica como los huertos urbanos o nuestras composteras comunitarias ",Positive,1,0.01592599,0.03289818,0.9511758,False,True,False,True,8637,9,0.0010420284821118443,106,0.012272779900428389,193,0.022345721894176218,158931,0.0473,0
371,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Anoche se quemó la casa del abuelo Isidro, un vecino de Cañada de 80 años, incluso perdió su cama. Esta es la realidad de cañada 365 dias al año, da igual si es verano o invierno. Necesitamos difusión y apoyo, esto no puede seguir así.",anoche se quem la casa del abuelo isidro un vecino de caada de 80 aos incluso perdi su cama esta es la realidad de caada 365 dias al ao da igual si es verano o invierno necesitamos difusin y apoyo esto no puede seguir as,Negative,-1,0.83244365,0.0803885,0.08716781,False,True,False,True,10500,5,0.0004761904761904762,189,0.018,187,0.01780952380952381,158932,0.0473,0
372,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Frente a las Ayusadas de “pon una planta en tu balcón” políticas de empleo verde como hace nuestra próxima alcaldesa 
@millanvmb
en Rivas. 

Queremos que nuestras ciudades y la región sean hogares climáticos.","frente a las ayusadas de pon una planta en tu balcn polticas de empleo verde como hace nuestra prxima alcaldesa 

en rivas 

queremos que nuestras ciudades y la regin sean hogares climticos",Positive,1,0.30656093,0.16782704,0.525612,False,True,False,False,13400,168,0.01253731343283582,244,0.018208955223880597,461,0.034402985074626864,158933,0.0473,0
373,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"El Partido Popular pide a la Junta Electoral que ordene retirar la lona con la foto del hermano de Ayuso, que ""puede parecer a simple vista"" que ""ha sido colocada por el PP"".

Ciertamente, ""a simple vista"", un mensaje del PP parece del PP.","el partido popular pide a la junta electoral que ordene retirar la lona con la foto del hermano de ayuso que puede parecer a simple vista que ha sido colocada por el pp

ciertamente a simple vista un mensaje del pp parece del pp",Negative,-1,0.9240743,0.055952635,0.019973062,False,True,False,True,137900,139,0.0010079767947788253,2297,0.016656997824510515,4578,0.03319796954314721,158934,0.0473,0
374,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,¿Por qué le molesta tanto al PP que recordemos algo que dijo Pablo Casado 🧐?,por qu le molesta tanto al pp que recordemos algo que dijo pablo casado ,Negative,-1,0.9483974,0.034729198,0.016873458,False,False,True,False,205500,1101,0.005357664233576642,2211,0.010759124087591242,4245,0.020656934306569345,158935,0.0473,0
375,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana vamos a estar en la Plaza de las Peñuelas en Madrid a las 11h y no puedes faltar. Además, después habrá una actuación musical infantil para los/as más peques.

Por un Madrid valiente que eche a la derecha más asalvajada del Ayuntamiento y la Comunidad.

¡Te esperamos! 💜💜","maana vamos a estar en la plaza de las peuelas en madrid a las 11h y no puedes faltar adems despus habr una actuacin musical infantil para losas ms peques

por un madrid valiente que eche a la derecha ms asalvajada del ayuntamiento y la comunidad

te esperamos ",Positive,1,0.021249613,0.036577027,0.9421733,False,True,False,True,30900,236,0.007637540453074434,350,0.011326860841423949,587,0.01899676375404531,158937,0.0473,0
376,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mejorada, Coslada. 
A ganar Madrid! 🙌","mejorada coslada 
a ganar madrid ",Positive,1,0.0058787228,0.006146969,0.9879743,False,True,False,False,7630,70,0.009174311926605505,119,0.015596330275229359,325,0.04259501965923984,158938,0.0473,0
377,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"La comarca del Henares será la avanzadilla para desalojar al Gobierno del PP y cambiar la Comunidad de Madrid. 

Si Se Puede 💜","la comarca del henares ser la avanzadilla para desalojar al gobierno del pp y cambiar la comunidad de madrid 

si se puede ",Positive,1,0.057681303,0.045840163,0.89647853,False,True,False,False,19900,157,0.007889447236180904,396,0.019899497487437186,830,0.04170854271356784,158939,0.0473,0
378,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Mañana nos vemos en Arganzuela para seguir transformando Madrid. 

Vente con los peques a disfrutar de 
@yosoyraton
🐭","maana nos vemos en arganzuela para seguir transformando madrid 

vente con los peques a disfrutar de 

",Positive,1,0.0075219334,0.06747797,0.92500013,False,True,False,False,10300,23,0.002233009708737864,119,0.011553398058252427,256,0.024854368932038837,158941,0.0473,0
379,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-20,"Este es mi padre Juan Huertas, falleció a causa de los protocolos de la vergüenza de Ayuso, le negó el derecho a la asistencia sanitaria y el derecho de auxilio . Ánimo a todos los familiares a subir una foto y DEMOSTRAR QUE NO ERAN NÚMEROS que tenían vida y familia .",este es mi padre juan huertas falleci a causa de los protocolos de la vergenza de ayuso le neg el derecho a la asistencia sanitaria y el derecho de auxilio  nimo a todos los familiares a subir una foto y demostrar que no eran nmeros que tenan vida y familia ,Negative,-1,0.9407106,0.0351692,0.024120187,False,True,False,True,411700,563,0.0013675006072382803,8005,0.01944376973524411,14700,0.03570561088170998,158942,0.0473,0
380,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"""Las viviendas de 100.000 a 150.000 euros te las quitan de las manos para invertir porque la Bolsa es inestable y los bancos no pagan nada"".

Hay que hacer como Holanda en las zonas de mercado tensas: que solo puedas comprar si vas a vivir en la casa.","las viviendas de 100000 a 150000 euros te las quitan de las manos para invertir porque la bolsa es inestable y los bancos no pagan nada

hay que hacer como holanda en las zonas de mercado tensas que solo puedas comprar si vas a vivir en la casa",Negative,-1,0.9445535,0.036462512,0.018983962,False,True,False,True,284600,126,0.0004427266338721012,825,0.002898805340829234,2260,0.007940969782150387,158943,0.0473,0
381,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"Ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos. 

Es su forma de gobernar: maltratar.","ayuso les da comida podrida a los mayores en las residencias y luego expulsa a los familiares de los actos 

es su forma de gobernar maltratar",Negative,-1,0.9504781,0.03468152,0.014840289,False,False,True,False,157000,727,0.004630573248407643,2787,0.017751592356687898,4194,0.026713375796178343,158946,0.0473,0
382,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"1⃣ Quiero comunicaros que, en el día de ayer, mi cuenta de Twitter fue suspendida por esta red social, impidiéndome acceder y realizar cualquier tipo de actividad en la misma. La causa de la suspensión, según 
@TwitterEspana
, es la publicación de un tuit sobre un acto de campaña.","1 quiero comunicaros que en el da de ayer mi cuenta de twitter fue suspendida por esta red social impidindome acceder y realizar cualquier tipo de actividad en la misma la causa de la suspensin segn 

 es la publicacin de un tuit sobre un acto de campaa",Negative,-1,0.53885657,0.4352795,0.025863891,False,False,False,True,372100,244,0.0006557377049180328,3251,0.008736898683149691,4372,0.011749529696318194,158947,0.0473,0
383,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-21,"La organización vecinal, la organización popular es imprescindible para las conquistas sociales. 

Enhorabuena 
@verdechamberi
y al resto de colectivos 🙌🙌","la organizacin vecinal la organizacin popular es imprescindible para las conquistas sociales 

enhorabuena 

y al resto de colectivos ",Positive,1,0.01668881,0.018213095,0.96509814,False,False,True,False,17200,44,0.0025581395348837207,429,0.02494186046511628,871,0.05063953488372093,158949,0.0473,0
384,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Como sociedad no podemos seguir consintiendo insultos racistas en los campos de fútbol ni en ningún sitio.

Fuera racistas de todos los lugares.","como sociedad no podemos seguir consintiendo insultos racistas en los campos de ftbol ni en ningn sitio

fuera racistas de todos los lugares",Negative,-1,0.8612518,0.09758412,0.041164093,False,False,True,False,22500,169,0.007511111111111111,194,0.008622222222222222,459,0.0204,158952,0.0473,0
385,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Hay una tarea muchas veces invisible en unas elecciones, pero esencial

¡Ningún colegio sin nosotr@s!

#ApoderateParaEl28m","hay una tarea muchas veces invisible en unas elecciones pero esencial

ningn colegio sin nosotr

apoderateparael28m",Positive,1,0.27176037,0.19673683,0.53150284,False,True,False,True,6754,11,0.0016286644951140066,97,0.014361859638732603,141,0.020876517619188628,158953,0.0473,0
386,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Pregunta ¿Por qué era necesario vestir esa blusa y llevar ese libro en el debate?

Respuesta. Era importante que Ayuso se mirara ante el espejo delante de los madrileños en el único debate en el que ha aceptado participar. 

Entrevista a 
@AleJacintoUrang","pregunta por qu era necesario vestir esa blusa y llevar ese libro en el debate

respuesta era importante que ayuso se mirara ante el espejo delante de los madrileos en el nico debate en el que ha aceptado participar 

entrevista a 
",Negative,-1,0.800152,0.1367908,0.06305719,False,True,False,True,4390,15,0.003416856492027335,63,0.014350797266514807,159,0.03621867881548975,158954,0.0473,0
387,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Esta mañana con 
@AleJacintoUrang
y 
@CCarvajalMartin
hemos estado en Madrid Rio denunciando la política arboricida de la Comunidad de Madrid, y reclamando medidas reales contra el cambio climático. 

La Comunidad de Madrid no cuenta con una ley de cambio climático. 

#NOALATALA","esta maana con 

y 

hemos estado en madrid rio denunciando la poltica arboricida de la comunidad de madrid y reclamando medidas reales contra el cambio climtico 

la comunidad de madrid no cuenta con una ley de cambio climtico 

noalatala",Negative,-1,0.84960884,0.11605665,0.034334455,False,True,False,True,5590,5,0.0008944543828264759,97,0.017352415026833632,137,0.024508050089445437,158956,0.0473,0
388,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Retrasan la publicación de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles públicos.

Somos muchas familias que no sabemos si tendremos una plaza. 

Ayuso y Almeida retrasando la prueba de que no hay ""libertad"" de elección.","retrasan la publicacin de las listas de admitidos en escuelas infantiles y hasta el 7 de junio no se publican las de los coles pblicos

somos muchas familias que no sabemos si tendremos una plaza 

ayuso y almeida retrasando la prueba de que no hay libertad de eleccin",Negative,-1,0.94896126,0.037635855,0.013402845,False,True,False,False,50500,142,0.0028118811881188118,1294,0.025623762376237622,1721,0.03407920792079208,158958,0.0473,0
389,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Nos queda menos de una semana para echar a Ayuso y a Almeida.

Este viernes cerramos la campaña en Madrid con 
@ionebelarra
, 
@IreneMontero
, 
@AleJacintoUrang
, 
@RbSotomayor
, 
@juralde
, 
@sirarego
, 
@RodriguezM_Yol
y 
@CarolCordero_N
.

📌 Plaza Puerto Rubio (Puente de Vallecas)
🕕 18.00 h","nos queda menos de una semana para echar a ayuso y a almeida

este viernes cerramos la campaa en madrid con 

 

 

 

 

 

 

y 



 plaza puerto rubio puente de vallecas
 1800 h",Neutral,0,0.06902056,0.6763623,0.25461718,False,True,False,True,15300,5,0.000326797385620915,236,0.015424836601307189,392,0.02562091503267974,158959,0.0473,0
390,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-22,"Ayer Arganzuela, hoy Móstoles, mañana Getafe y el 29 en la Puerta del Sol. 

Si Se Puede.","ayer arganzuela hoy mstoles maana getafe y el 29 en la puerta del sol 

si se puede",Positive,1,0.14360629,0.141481,0.7149127,False,True,False,False,24200,145,0.005991735537190083,263,0.010867768595041322,477,0.019710743801652893,158962,0.0473,0
391,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Llevamos años con partidos en las instituciones lanzando racismo , xenofobia y odio contra las personas migradas y otros colectivos vulnerables. 

Estas son las consecuencias y si no reaccionamos, irá a más.","llevamos aos con partidos en las instituciones lanzando racismo  xenofobia y odio contra las personas migradas y otros colectivos vulnerables 

estas son las consecuencias y si no reaccionamos ir a ms",Negative,-1,0.9477642,0.03580719,0.016428666,False,True,True,False,84400,669,0.00792654028436019,510,0.006042654028436019,882,0.010450236966824645,158967,0.0473,0
392,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"‼️ Este martes a las 18.30h nos vemos en

📌Plaza Unesco (Getafe Central)
🌧️C. Cívico La Alhóndiga en caso de lluvia

Junto con la próxima presidenta de la Comunidad de Madrid, 
@AleJacintoUrang
, el gran poeta getafense Mario Obrero, 
@MayoralRafa
y todo este equipazo👇"," este martes a las 1830h nos vemos en

plaza unesco getafe central
c cvico la alhndiga en caso de lluvia

junto con la prxima presidenta de la comunidad de madrid 

 el gran poeta getafense mario obrero 

y todo este equipazo",Positive,1,0.024636073,0.14787543,0.82748854,False,True,False,True,17100,12,0.0007017543859649122,84,0.004912280701754386,149,0.008713450292397661,158968,0.0473,0
393,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Si quieres saber un poco más sobre mi trayectoria, artículos que he escrito, intervenciones o mis redes, te dejo por aquí mi web 👇🏽

http://alejandrajacinto.org","si quieres saber un poco ms sobre mi trayectoria artculos que he escrito intervenciones o mis redes te dejo por aqu mi web 

",Neutral,0,0.01054199,0.96333116,0.026126761,False,False,False,False,61600,539,0.00875,529,0.008587662337662338,993,0.01612012987012987,158970,0.0473,0
394,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"El mantra de que lo privado funciona mejor que lo público ya no se lo cree nadie.

Y lo estamos demostrando en los Ayuntamientos donde gobernamos como en Alcorcón remunicipalizando servicios públicos. 

Después del 28M vamos a tener un Gobierno que defienda lo público.","el mantra de que lo privado funciona mejor que lo pblico ya no se lo cree nadie

y lo estamos demostrando en los ayuntamientos donde gobernamos como en alcorcn remunicipalizando servicios pblicos 

despus del 28m vamos a tener un gobierno que defienda lo pblico",Negative,-1,0.84947914,0.0715267,0.078994215,False,True,False,False,23300,255,0.01094420600858369,396,0.016995708154506437,658,0.028240343347639484,158971,0.0473,0
395,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"Las familias ya no queremos reuniones sólo verla declarar en los tribunales. Verdad, justicia y reparación para las VÍCTIMAS

El 'Protocolo de la Vergüenza' de Ayuso: tres años de pasividad judicial y mentiras políticas https://infolibre.es/1_1628d4 vía 
@_infolibre","las familias ya no queremos reuniones slo verla declarar en los tribunales verdad justicia y reparacin para las vctimas

el protocolo de la vergenza de ayuso tres aos de pasividad judicial y mentiras polticas  va 
",Negative,-1,0.7351791,0.1141837,0.1506372,False,True,False,True,48100,105,0.002182952182952183,2325,0.04833679833679834,3185,0.06621621621621622,158972,0.0473,0
396,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"En Getafe, ejemplo de que sí se puede gobernar cuidando.",en getafe ejemplo de que s se puede gobernar cuidando,Positive,1,0.22372141,0.18986745,0.5864111,False,True,False,False,9756,37,0.0037925379253792536,179,0.01834768347683477,365,0.03741287412874129,158973,0.0473,0
397,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-23,"David, afectado por las obras del Metro en San Fernando de Henares: 

""Mi hija me pregunta dónde dejan los Reyes Magos los regalos a los que les han tirado la casa”

Gracias 
@Hora25
y 
@AimarBretos
por dar voz a los vecinos. 

#VidasRotas","david afectado por las obras del metro en san fernando de henares 

mi hija me pregunta dnde dejan los reyes magos los regalos a los que les han tirado la casa

gracias 

y 

por dar voz a los vecinos 

vidasrotas",Negative,-1,0.4582951,0.18205588,0.359649,False,True,True,False,20300,97,0.004778325123152709,692,0.03408866995073891,1138,0.05605911330049261,158975,0.0473,0
398,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"El hermano de Ayuso no es el hermano de Ayuso, es una persona que hizo negocio con comisiones y no sabemos por qué.

Puedes leer aquí la entrevista completa 👇🏽","el hermano de ayuso no es el hermano de ayuso es una persona que hizo negocio con comisiones y no sabemos por qu

puedes leer aqu la entrevista completa ",Negative,-1,0.70971465,0.26091677,0.029368563,False,True,True,False,28300,533,0.018833922261484098,301,0.010636042402826855,515,0.018197879858657243,158978,0.0473,0
399,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"El derecho a la vivienda es mi vida. 

Gracias 
@asiermartiarena
por este perfil en 
@LaVanguardia","el derecho a la vivienda es mi vida 

gracias 

por este perfil en 
",Positive,1,0.012292716,0.02181307,0.9658942,False,True,True,False,25300,247,0.009762845849802372,490,0.019367588932806323,988,0.03905138339920949,158979,0.0473,0
400,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Esta noche, debate electoral en 
@La1_tve


⏰22:30h 
Síguelo en directo http://rtve.es","esta noche debate electoral en 



2230h 
sguelo en directo ",Neutral,0,0.012103987,0.96124995,0.026646033,False,True,False,False,67200,442,0.006577380952380953,848,0.012619047619047618,1658,0.024672619047619047,158980,0.0473,0
401,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Nos vemos esta tarde junto a los compañeros de 
@JovenesIUMadrid
y 
@RbSotomayor
para hablar sobre el Madrid que nos merecemos como jóvenes 💭

Tendremos show drag de Mary Conazo, concierto de la Vallekana Sound System y seguiremos juntas el debate de 
@AleJacintoUrang
en TVE 🌈💜💃🏼","nos vemos esta tarde junto a los compaeros de 

y 

para hablar sobre el madrid que nos merecemos como jvenes 

tendremos show drag de mary conazo concierto de la vallekana sound system y seguiremos juntas el debate de 

en tve ",Positive,1,0.040594943,0.13682291,0.8225821,False,True,False,True,7685,6,0.0007807417046193884,69,0.008978529603122967,102,0.013272608978529603,158981,0.0473,0
402,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Iban acompañadas de sus hijxs cuando entre 15 personas les pegaron una paliza al grito de bolleras de mierda.

Esto es insoportable.Jamás entenderé que alguien odie porque amemos

Todo mi apoyo a Conchi y Gemma y toda mi repulsa a los agresores

El amor siempre vencerá al odio 🏳️‍🌈","iban acompaadas de sus hijxs cuando entre 15 personas les pegaron una paliza al grito de bolleras de mierda

esto es insoportablejams entender que alguien odie porque amemos

todo mi apoyo a conchi y gemma y toda mi repulsa a los agresores

el amor siempre vencer al odio ",Negative,-1,0.9107178,0.038117804,0.051164318,False,True,False,True,245500,437,0.001780040733197556,2079,0.008468431771894094,3429,0.013967413441955193,158983,0.0473,0
403,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-24,"Here we go again... otra vuelta de tuerca a la libertad de expresión. Titiriteros, humoristas, cantantes, viñetistas, feministas...",here we go again otra vuelta de tuerca a la libertad de expresin titiriteros humoristas cantantes vietistas feministas,Negative,-1,0.911546,0.048634056,0.03981982,False,True,False,True,48900,0,0.0,637,0.013026584867075664,1601,0.03274028629856851,158985,0.0473,0
